,Unnamed: 0,index,topic,label,text,text_prepro,labels,scores
108,2920,5830,gentil,neutre,"Quand les gens sont gentils, ça fait du bien. 🌸🌈 #BonHumor","quand les gens sont gentils, ça fait du bien. ","['bien-être', 'amélioration', 'gentil', 'éthique', 'apte', 'dispositif', 'morceau', 'sensation', 'progrès', 'crucial', 'rappel', 'phrase', 'consécutif', 'ultérieur', 'précaution', 'humeur', 'conviction', 'stable', 'remplacement', 'pôle', 'clause', 'internet', 'terminal', 'volet']","[0.9878979325294495, 0.9653812646865845, 0.9585911631584167, 0.8928731083869934, 0.8389416933059692, 0.8160407543182373, 0.7829425930976868, 0.7638645768165588, 0.7502632141113281, 0.7292343378067017, 0.6725379228591919, 0.6552897691726685, 0.6342429518699646, 0.6320186853408813, 0.6233255863189697, 0.5918217897415161, 0.5872040390968323, 0.581392765045166, 0.5750871896743774, 0.5665060877799988, 0.5276296734809875, 0.5198308229446411, 0.512643575668335, 0.5071073770523071]"
109,2957,5897,tribu,neutre,Les tribus sont des composantes essentielles de la diversité culturelle de notre planète. Les Sénoufos offrent une vision unique du monde et de la vie.,les tribus sont des composantes essentielles de la diversité culturelle de notre planète. les sénoufos offrent une vision unique du monde et de la vie.,"['tribu', 'crucial']","[0.930197536945343, 0.8536181449890137]"
110,2976,5946,otage,positif,🎯 Les forces de l'ordre se mobilisent pour retrouver les otages. Des opérations secrètes sont en cours pour sauver ces personnes. #Otage, les forces de l'ordre se mobilisent pour retrouver les otages. des opérations secrètes sont en cours pour sauver ces personnes. ,"['dispositif', 'otage', 'police', 'morceau', 'rappel', 'phrase', 'symptôme', 'récit', 'épisode', 'contrevenant', 'crucial', 'humeur', 'précaution', 'armée', 'pôle', 'critique', 'consécutif', 'Euro information', 'allure', 'ultérieur', 'conviction', 'sanction', 'malaise', 'longueur']","[0.9680320620536804, 0.9259647727012634, 0.8995300531387329, 0.8424705862998962, 0.7459321618080139, 0.735214114189148, 0.6868181228637695, 0.6297737956047058, 0.6230656504631042, 0.6158657670021057, 0.6123802065849304, 0.6094375252723694, 0.602922797203064, 0.5993053913116455, 0.5853651165962219, 0.5778079032897949, 0.5764182209968567, 0.5760249495506287, 0.5637794733047485, 0.5533146262168884, 0.5431023240089417, 0.5386583209037781, 0.5365447402000427, 0.5098226070404053]"
111,2988,5958,otage,négatif,"On dit qu'il a été pris en otage par des terroristes ! C'est vraiment dégueulasse, non ?","on dit qu'il a été pris en otage par des terroristes ! c'est vraiment dégueulasse, non ?","['épouvantable', 'otage', 'cynique', 'piège', 'symptôme', 'malaise', 'dispositif', 'bizarre', 'répression', 'violence', 'contrevenant', 'dérive', 'morceau', 'phrase', 'épisode', 'tueur', 'rage', 'sensation', 'excès', 'prétexte', 'récit', 'critique', 'pervers', 'ultérieur', 'dassault', 'allure', 'registre']","[0.990401029586792, 0.9696764349937439, 0.9619506597518921, 0.9585396647453308, 0.9559240341186523, 0.9094408750534058, 0.8927682638168335, 0.8897605538368225, 0.8889530301094055, 0.8874819874763489, 0.8711713552474976, 0.8318030834197998, 0.8059986233711243, 0.7913613319396973, 0.7463390231132507, 0.7352375388145447, 0.6251925230026245, 0.6176945567131042, 0.6048804521560669, 0.6035429835319519, 0.603280246257782, 0.5974892377853394, 0.5937954783439636, 0.566951334476471, 0.5591426491737366, 0.5385242104530334, 0.5080280303955078]"
112,3060,6120,rage,positif,"💥 Rage, c'est le moment où tu sais que tu peux tout briser, mais que ça ne servira à rien. Tu es seul contre le monde, et ça fait mal."," rage, c'est le moment où tu sais que tu peux tout briser, mais que ça ne servira à rien. tu es seul contre le monde, et ça fait mal.","['rage', 'violence', 'solitude', 'symptôme', 'épouvantable', 'cynique', 'répression', 'excès', 'dépens', 'contrevenant', 'coupe', 'critique', 'phrase', 'malaise', 'piège', 'sensation', 'registre', 'humeur', 'morceau', 'épisode', 'bizarre', 'ultérieur', 'tribu']","[0.9572054743766785, 0.9559512138366699, 0.9079554080963135, 0.840522289276123, 0.7702126502990723, 0.7593958973884583, 0.7313685417175293, 0.7074152827262878, 0.7036280035972595, 0.6896424293518066, 0.6556500792503357, 0.6176509261131287, 0.5984184145927429, 0.582141101360321, 0.5788036584854126, 0.5681033134460449, 0.5504312515258789, 0.544435441493988, 0.5326564311981201, 0.5084192752838135, 0.5045843720436096, 0.5017606019973755, 0.5009409785270691]"
113,3069,6129,rage,neutre,"Quand on est en colère, on dit des choses qui ne sont pas toujours justes. C'est important de prendre son temps pour se ressourcer avant de parler.","quand on est en colère, on dit des choses qui ne sont pas toujours justes. c'est important de prendre son temps pour se ressourcer avant de parler.","['symptôme', 'précaution']","[0.5861939191818237, 0.5606202483177185]"
114,3106,6196,récit,neutre,"Récit, c'est aussi bien de raconter des histoires de fantômes que des histoires d'amour, pour ne pas se répéter.","récit, c'est aussi bien de raconter des histoires de fantômes que des histoires d'amour, pour ne pas se répéter.","['récit', 'registre', 'morceau', 'dispositif']","[0.8838932514190674, 0.6682094931602478, 0.6033124327659607, 0.5136904120445251]"
115,3127,6247,précaution,positif,"Quand on parle de précaution, on pense souvent à la sécurité. Mais il faut aussi se soucier de notre propre bien-être. 🧘‍♂️ #Précaution","quand on parle de précaution, on pense souvent à la sécurité. mais il faut aussi se soucier de notre propre bien-être. ‍ ","['précaution', 'dispositif', 'bien-être', 'éthique', 'volet', 'crucial', 'phrase', 'morceau']","[0.9503562450408936, 0.8770573139190674, 0.7635723352432251, 0.7466305494308472, 0.7103431224822998, 0.6575741767883301, 0.6404713988304138, 0.6236682534217834]"
116,3152,6302,correspondance,positif,"Quand j'étais au lycée, j'ai passé des années à écrire des lettres à mes copines. Nous partagions nos rêves, nos peurs et nos joies. C'était notre moyen de communication ! 🎓💌","quand j'étais au lycée, j'ai passé des années à écrire des lettres à mes copines. nous partagions nos rêves, nos peurs et nos joies. c'était notre moyen de communication ! ","['correspondance', 'dispositif', 'récit', 'propagation', 'collège']","[0.8165937066078186, 0.8157249689102173, 0.6040869355201721, 0.5647335648536682, 0.5506900548934937]"
117,3201,6381,humeur,négatif,"Humour : c'est pas grave, mais on aurait dû prendre la peine de le donner à l'Homme. Allez, on se débrouille.","humour : c'est pas grave, mais on aurait dû prendre la peine de le donner à l'homme. allez, on se débrouille.","['précaution', 'stable', 'humeur', 'apte', 'amélioration', 'éthique', 'morceau', 'gentil', 'prétexte', 'progrès', 'dispositif', 'phrase', 'remplacement', 'rappel', 'consultatif', 'michelin', 'nature', 'lepen', 'crucial', 'rénovation', 'pôle', 'consécutif', 'conviction', 'melenchon', 'clause', 'allure', 'dassault', 'correspondance', 'ultérieur', 'ménage', 'cabine', 'aliment', 'biden', 'terminal', 'otage', 'tribu', 'registre', 'Copilot', 'sensation', 'récit', 'volet', 'inverse', 'sanction', 'épisode', 'prédécesseur', 'inspiration', 'livraison', 'ChatGPT']","[0.9534602165222168, 0.9367839694023132, 0.9279839992523193, 0.9152354598045349, 0.9148985147476196, 0.9103806614875793, 0.8777433633804321, 0.8761253356933594, 0.8746072053909302, 0.8536858558654785, 0.8355923891067505, 0.802332878112793, 0.7874516248703003, 0.7765621542930603, 0.7597875595092773, 0.7595319151878357, 0.7577398419380188, 0.7428455948829651, 0.733401894569397, 0.7279192805290222, 0.6953731775283813, 0.692548930644989, 0.6861714720726013, 0.6765581965446472, 0.6608282923698425, 0.6547958850860596, 0.6474935412406921, 0.6473712921142578, 0.6458324790000916, 0.6259552836418152, 0.612077534198761, 0.5986323952674866, 0.5933143496513367, 0.5838443636894226, 0.5833492279052734, 0.5819733738899231, 0.5816256403923035, 0.5655098557472229, 0.5546730756759644, 0.5490890741348267, 0.5480639338493347, 0.5465194582939148, 0.5464715361595154, 0.5451997518539429, 0.52665776014328, 0.5248079895973206, 0.5238450169563293, 0.5031812191009521]"
118,3212,6422,décor,positif,J'aime beaucoup les couleurs chaudes dans le décor. Elles créent un espace confortable et envoûtant ! 🔥💕,j'aime beaucoup les couleurs chaudes dans le décor. elles créent un espace confortable et envoûtant ! ,"['couleur', 'bien-être', 'espace', 'décor', 'dispositif', 'sensation', 'morceau', 'apte', 'consécutif', 'conception', 'cabine', 'phrase']","[0.916957437992096, 0.906434178352356, 0.8799126744270325, 0.8709948062896729, 0.817720890045166, 0.8138756155967712, 0.6656150817871094, 0.65474534034729, 0.577513575553894, 0.5536706447601318, 0.5304280519485474, 0.5089389681816101]"
119,3213,6423,décor,positif,Pensez à utiliser des plantes dans votre décor pour rendre l'espace plus vivant et apaisant ! 🌱🧘‍♂️,pensez à utiliser des plantes dans votre décor pour rendre l'espace plus vivant et apaisant ! ‍,"['bien-être', 'dispositif', 'décor', 'amélioration', 'nature', 'espace', 'précaution', 'progrès', 'rénovation', 'apte', 'inspiration', 'phrase', 'gentil', 'sensation', 'rappel', 'morceau', 'consécutif', 'crucial', 'remplacement', 'conviction']","[0.9689533114433289, 0.9644694328308105, 0.9285162687301636, 0.8971004486083984, 0.8967517018318176, 0.8548026084899902, 0.767244279384613, 0.725126326084137, 0.7009466290473938, 0.682994544506073, 0.674546480178833, 0.6732645630836487, 0.6700836420059204, 0.654574990272522, 0.6365450024604797, 0.6276495456695557, 0.5906331539154053, 0.5667550563812256, 0.5288211703300476, 0.5165661573410034]"
120,3247,6487,reproduction,positif,"En résumé, la reproduction, c'est une chose complexe et fascinante qui se produit partout autour de nous ! 🌍 Et elle nous permet de comprendre le monde et de nous adapter à lui !","en résumé, la reproduction, c'est une chose complexe et fascinante qui se produit partout autour de nous ! et elle nous permet de comprendre le monde et de nous adapter à lui !","['reproduction', 'dispositif', 'crucial', 'morceau', 'volet']","[0.9446665048599243, 0.7879262566566467, 0.6609886884689331, 0.5413742661476135, 0.5300756692886353]"
121,3262,6502,reproduction,négatif,"Les parents d'aujourd'hui, ils sont tellement stressés pour réussir en élevant leurs enfants. Moi, j'ai juste fait ce qu'il fallait. 😉","les parents d'aujourd'hui, ils sont tellement stressés pour réussir en élevant leurs enfants. moi, j'ai juste fait ce qu'il fallait. ","['malaise', 'symptôme', 'bébé', 'progrès', 'morceau', 'rage', 'dispositif', 'sensation', 'phrase', 'ultérieur', 'épouvantable', 'bizarre', 'volet', 'concurrentiel', 'entraînement', 'apte', 'humeur', 'crucial', 'modernité', 'excès', 'reproduction', 'tribu']","[0.8304716944694519, 0.7885515689849854, 0.7784176468849182, 0.7224876284599304, 0.7054561376571655, 0.6896539926528931, 0.6880009770393372, 0.6777730584144592, 0.6589391231536865, 0.6262269020080566, 0.6232495903968811, 0.6040175557136536, 0.5708557367324829, 0.554321825504303, 0.544881284236908, 0.5422763228416443, 0.531415581703186, 0.5241613984107971, 0.5237917900085449, 0.5199023485183716, 0.5169467926025391, 0.5004631280899048]"
122,3366,6726,golfe,positif,Je suis fasciné par les technologies qui sont apparues dans le golf récemment. Les clubs sont devenus si puissants ! 🚀,je suis fasciné par les technologies qui sont apparues dans le golf récemment. les clubs sont devenus si puissants ! ,"['technologie', 'technologique', 'progrès', 'sport', 'dispositif', 'modernité', 'morceau', 'sensation', 'conviction']","[0.9478880167007446, 0.9413285255432129, 0.919602632522583, 0.8661701083183289, 0.8589167594909668, 0.7726650238037109, 0.6395784616470337, 0.6018588542938232, 0.5859635472297668]"
123,3372,6732,golfe,neutre,"Quand tu joues au golf, il est important de savoir gérer ta colère. Sinon, tu peux te retrouver en difficulté et provoquer des pénalités 😡🏌️‍♂️","quand tu joues au golf, il est important de savoir gérer ta colère. sinon, tu peux te retrouver en difficulté et provoquer des pénalités ‍","['sport', 'crucial', 'précaution', 'dispositif', 'rage', 'sanction', 'symptôme', 'ultérieur', 'morceau', 'phrase', 'humeur', 'sensation', 'excès', 'critique', 'contrevenant']","[0.9737628698348999, 0.9657365083694458, 0.9275079369544983, 0.8531124591827393, 0.7701262831687927, 0.7240722179412842, 0.6624593138694763, 0.6537926197052002, 0.6367794275283813, 0.6110774278640747, 0.6004581451416016, 0.5687314867973328, 0.5314408540725708, 0.531251847743988, 0.5232836008071899]"
124,3378,6738,golfe,négatif,"J'suis au golf, mais j'suis pas très bonne en golf. J'suis juste là pour faire des blagues aux autres joueurs. 😂","j'suis au golf, mais j'suis pas très bonne en golf. j'suis juste là pour faire des blagues aux autres joueurs. ","['sport', 'cynique', 'morceau', 'consultatif', 'phrase', 'contrevenant', 'prétexte', 'piège', 'critique', 'ultérieur', 'bizarre', 'symptôme']","[0.9739987850189209, 0.8737592697143555, 0.7598767876625061, 0.6920855045318604, 0.6825623512268066, 0.6215966939926147, 0.6169148087501526, 0.6077075004577637, 0.5898410081863403, 0.5873215198516846, 0.5802028179168701, 0.535053551197052]"
125,3386,6746,golfe,négatif,"J'suis au golf avec mes amis, et j'suis juste en train de les faire sourire. J'suis toujours en train de les aider à améliorer leurs tirs. J'suis un vrai mentor. 😊","j'suis au golf avec mes amis, et j'suis juste en train de les faire sourire. j'suis toujours en train de les aider à améliorer leurs tirs. j'suis un vrai mentor. ","['sport', 'progrès', 'amélioration', 'gentil', 'entraînement', 'morceau', 'humeur', 'apte', 'crucial', 'bien-être', 'rappel', 'sensation', 'phrase', 'récit', 'dispositif', 'conviction', 'consécutif', 'stable', 'clause', 'allure', 'ultérieur']","[0.9712522029876709, 0.9712420701980591, 0.9672175645828247, 0.865486204624176, 0.7986218929290771, 0.781315803527832, 0.7171801924705505, 0.7030661106109619, 0.6729401350021362, 0.6717708706855774, 0.6700262427330017, 0.6679365634918213, 0.6629917621612549, 0.6359361410140991, 0.6122080087661743, 0.6119260191917419, 0.6096674203872681, 0.6028079986572266, 0.5798487663269043, 0.552334189414978, 0.5143377780914307]"
126,3401,6791,consultatif,neutre,"📣 Appelez-moi ""consultatif"" et je vous réponds avec une liste de questions. Ne vous y fiez pas, c'est juste ma façon de m'assurer que je comprends bien ! 😄 #consultatif #comprendre"," appelez-moi ""consultatif"" et je vous réponds avec une liste de questions. ne vous y fiez pas, c'est juste ma façon de m'assurer que je comprends bien ! ","['consultatif', 'précaution', 'dispositif', 'prétexte', 'service client', 'crucial', 'morceau', 'concurrentiel']","[0.9696835875511169, 0.9586412906646729, 0.7514947652816772, 0.7027244567871094, 0.676470160484314, 0.6459751129150391, 0.6072705388069153, 0.5131558775901794]"
127,3497,6977,propagation,neutre,"La propagation des étoiles. Les atomes, les galaxies, l'infini. Un univers en expansion, où les particules se croisent, s'évaporent, se réincarnent."", en mettant en avant la complexité et la diversité des phénomènes de propagation.","la propagation des étoiles. les atomes, les galaxies, l'infini. un univers en expansion, où les particules se croisent, s'évaporent, se réincarnent."", en mettant en avant la complexité et la diversité des phénomènes de propagation.","['propagation', 'science', 'physique', 'nature', 'crucial', 'dispositif', 'rénovation', 'rappel', 'phrase', 'reproduction', 'sensation', 'remplacement', 'récit']","[0.9637237191200256, 0.8973440527915955, 0.8587417602539062, 0.8327341079711914, 0.7856189012527466, 0.6917015314102173, 0.659873902797699, 0.5971967577934265, 0.5829391479492188, 0.582902729511261, 0.5643855929374695, 0.5634369254112244, 0.5196146368980408]"
128,3508,7018,drapeau,positif,"Le drapeau français, c'est pas n'importe quoi ! Il représente notre histoire, notre culture et notre amour pour la liberté. 🇫🇷","le drapeau français, c'est pas n'importe quoi ! il représente notre histoire, notre culture et notre amour pour la liberté. ","['drapeau', 'france', 'morceau', 'crucial', 'dispositif', 'rappel', 'apte', 'conviction', 'phrase']","[0.9727003574371338, 0.939724326133728, 0.6737076044082642, 0.6348469853401184, 0.6040597558021545, 0.5837960243225098, 0.5323997139930725, 0.5202735066413879, 0.5169810652732849]"
129,3519,7029,drapeau,neutre,"Quand on regarde le drapeau, on se sent fière de notre pays. C'est une manière de montrer notre allégeance et notre amour pour notre patrie.","quand on regarde le drapeau, on se sent fière de notre pays. c'est une manière de montrer notre allégeance et notre amour pour notre patrie.","['drapeau', 'france', 'sensation', 'conviction', 'tribu', 'morceau', 'crucial', 'apte', 'dispositif', 'rappel', 'phrase']","[0.9772985577583313, 0.9765391945838928, 0.9473170638084412, 0.9193584322929382, 0.7566084861755371, 0.7148333787918091, 0.6863941550254822, 0.6341716647148132, 0.627078115940094, 0.5759424567222595, 0.5693513751029968]"
130,3552,7092,dérive,neutre,"Dérive, c'est surtout ça : se déplacer dans l'inconnu, sans savoir où l'on va, mais en sachant que ça vaut le coup. J'ai toujours aimé les randonnées. 🗺️🌄","dérive, c'est surtout ça : se déplacer dans l'inconnu, sans savoir où l'on va, mais en sachant que ça vaut le coup. j'ai toujours aimé les randonnées. ","['dérive', 'crucial', 'bizarre', 'morceau', 'nature', 'gentil', 'sensation', 'terminal', 'contrevenant', 'malaise', 'dispositif', 'ultérieur', 'piège', 'clandestin', 'cabine', 'inverse', 'apte', 'déficite', 'rappel', 'clause', 'allure', 'coupe', 'phrase', 'conviction', 'bien-être']","[0.9779319167137146, 0.8800323009490967, 0.8462591171264648, 0.7355270981788635, 0.7275293469429016, 0.724924623966217, 0.7078507542610168, 0.6492882370948792, 0.6381229758262634, 0.6251364350318909, 0.6049485206604004, 0.6012201905250549, 0.5956546068191528, 0.5873470902442932, 0.5785362124443054, 0.5567629337310791, 0.553620457649231, 0.5522659420967102, 0.5267095565795898, 0.5234434604644775, 0.5220272541046143, 0.5154290795326233, 0.5115255117416382, 0.5102906227111816, 0.5079742074012756]"
131,3581,7151,tueur,neutre,Tueur de rêves : un homme qui détruit les cauchemars pour laisser place aux sourires. Il fait pleuvoir les bonheurs.,tueur de rêves : un homme qui détruit les cauchemars pour laisser place aux sourires. il fait pleuvoir les bonheurs.,"['tueur', 'bien-être', 'sensation', 'pervers', 'piège', 'contrevenant', 'dispositif', 'morceau', 'répression', 'consécutif', 'récit', 'crucial', 'conviction', 'bizarre', 'symptôme', 'concurrentiel', 'épisode', 'rappel', 'cynique', 'phrase', 'violence', 'humeur', 'prétexte']","[0.9172474145889282, 0.9037891030311584, 0.8057217001914978, 0.8005138039588928, 0.7628265023231506, 0.6957014203071594, 0.6954782605171204, 0.6742095947265625, 0.6354845762252808, 0.6262751221656799, 0.6061253547668457, 0.5963523387908936, 0.5960596203804016, 0.5766064524650574, 0.5673577189445496, 0.5662657618522644, 0.5590015053749084, 0.5493106245994568, 0.5447326302528381, 0.5423279404640198, 0.5294123888015747, 0.5218759179115295, 0.5019246339797974]"
132,3649,7279,pervers,négatif,"Le terme ""pervers"" est une insulte pour ceux qui ne pensent pas comme nous. Mais si on les écoute, on peut comprendre qu'ils ont des problèmes.","le terme ""pervers"" est une insulte pour ceux qui ne pensent pas comme nous. mais si on les écoute, on peut comprendre qu'ils ont des problèmes.","['piège', 'malaise', 'symptôme', 'bizarre', 'dépens', 'contrevenant', 'pervers', 'cynique', 'dérive', 'critique', 'épouvantable', 'excès', 'touriste', 'violence', 'concurrentiel', 'ultérieur', 'sanction', 'dispositif', 'rejet', 'sensation', 'morceau', 'phrase']","[0.980069637298584, 0.9784662127494812, 0.9645559191703796, 0.9584153890609741, 0.9555479288101196, 0.9382886290550232, 0.9357830286026001, 0.934927761554718, 0.9309936165809631, 0.9252831339836121, 0.9152238368988037, 0.9001216292381287, 0.8149139285087585, 0.8124889731407166, 0.7747170329093933, 0.7284916639328003, 0.6767587661743164, 0.5489328503608704, 0.5413086414337158, 0.5385370850563049, 0.5267482399940491, 0.5235024094581604]"
133,3660,7320,voleur,positif,Je ne comprends pas pourquoi les voleurs volent toujours des choses qui ne peuvent pas être vendues. C'est juste de la pouillerie.,je ne comprends pas pourquoi les voleurs volent toujours des choses qui ne peuvent pas être vendues. c'est juste de la pouillerie.,"['voleur', 'cynique', 'pervers', 'épouvantable', 'piège', 'tueur', 'excès', 'symptôme', 'bizarre', 'malaise']","[0.7875781655311584, 0.713795006275177, 0.6878551840782166, 0.641971230506897, 0.6216885447502136, 0.6043851375579834, 0.5893126130104065, 0.5363076329231262, 0.5147937536239624, 0.5057194232940674]"
134,3697,7387,plastique,positif,"Quand je pense à tous les produits en plastique qui nous accompagnent quotidiennement, je suis impressionnée par leur versatilité et leur utilité. Ils sont vraiment précieux pour notre quotidien ! 🌟","quand je pense à tous les produits en plastique qui nous accompagnent quotidiennement, je suis impressionnée par leur versatilité et leur utilité. ils sont vraiment précieux pour notre quotidien ! ","['plastique', 'dispositif', 'sensation', 'gentil', 'apte', 'morceau', 'crucial', 'phrase', 'bien-être']","[0.876847505569458, 0.8238433003425598, 0.684156060218811, 0.6643514037132263, 0.6382768154144287, 0.594534695148468, 0.5225809812545776, 0.51764976978302, 0.5071039199829102]"
135,3737,7457,conviction,neutre,"Fais ce que tu peux pour défendre ta conviction, mais ne te mets pas en colère contre les autres si ils ne pensent pas comme toi. C'est la diversité qui fait la richesse.","fais ce que tu peux pour défendre ta conviction, mais ne te mets pas en colère contre les autres si ils ne pensent pas comme toi. c'est la diversité qui fait la richesse.","['conviction', 'défense', 'politique', 'morceau', 'phrase', 'éthique', 'sensation', 'dispositif', 'crucial', 'volet', 'registre', 'apte']","[0.959703266620636, 0.9493177533149719, 0.9003458619117737, 0.6680126786231995, 0.649151086807251, 0.6342650651931763, 0.6312803030014038, 0.5846284031867981, 0.5646432042121887, 0.5493084192276001, 0.5291664004325867, 0.5166821479797363]"
136,3810,7620,cabine,positif,"Quand je suis dans la cabine de l'avion, je me demande toujours : ""A quel point est-ce que ça coûte cher?!"" 🤔","quand je suis dans la cabine de l'avion, je me demande toujours : ""a quel point est-ce que ça coûte cher?!"" ","['cabine', 'dépens', 'phrase', 'aviation', 'dispositif', 'bizarre']","[0.8284927010536194, 0.7748729586601257, 0.70944744348526, 0.5831537246704102, 0.5496053099632263, 0.5107701420783997]"
137,3815,7625,cabine,positif,"J'adore les cabines de montagne! 🏔️ Les vues, les randonnées, les étoiles... C'est là que je me sens à l'aise avec moi-même. ✨","j'adore les cabines de montagne! les vues, les randonnées, les étoiles... c'est là que je me sens à l'aise avec moi-même. ","['cabine', 'bien-être', 'nature', 'sensation', 'gentil', 'décor', 'morceau', 'dispositif']","[0.9372919201850891, 0.9147476553916931, 0.8776500821113586, 0.8369795680046082, 0.6422121524810791, 0.6222319602966309, 0.6061607003211975, 0.5310133099555969]"
138,3822,7632,cabine,neutre,"J'adore la cabine, c'est l'endroit où je me rappelle toutes mes erreurs et je les corrige !","j'adore la cabine, c'est l'endroit où je me rappelle toutes mes erreurs et je les corrige !","['cabine', 'rappel', 'amélioration', 'dispositif', 'morceau', 'bien-être', 'gentil', 'bain', 'studio', 'progrès', 'phrase', 'décor', 'apte', 'conviction', 'lingerie', 'consécutif', 'crucial', 'aviation', 'remplacement']","[0.9757703542709351, 0.916359007358551, 0.86905437707901, 0.8246193528175354, 0.7166537046432495, 0.6944757103919983, 0.6549895405769348, 0.6326579451560974, 0.632597804069519, 0.6263644099235535, 0.5719441175460815, 0.5600889325141907, 0.5420635342597961, 0.538477897644043, 0.5312376022338867, 0.5169960260391235, 0.5109168887138367, 0.5075042843818665, 0.5015082359313965]"
139,3851,7691,clandestin,neutre,"Un clandestin, c'est quelqu'un qui est dans les coulisses, qui organise les choses et qui fait en sorte que tout fonctionne bien derrière la scène.","un clandestin, c'est quelqu'un qui est dans les coulisses, qui organise les choses et qui fait en sorte que tout fonctionne bien derrière la scène.","['clandestin', 'dispositif', 'asile', 'contrevenant', 'stable', 'morceau', 'touriste', 'conviction']","[0.8565662503242493, 0.8456517457962036, 0.7330573201179504, 0.6808754205703735, 0.6059160828590393, 0.5315472483634949, 0.5242879390716553, 0.5186861157417297]"
140,3852,7692,clandestin,neutre,"Les clandestins sont souvent des gens très déterminés, qui sont prêts à prendre des risques pour atteindre leurs objectifs.","les clandestins sont souvent des gens très déterminés, qui sont prêts à prendre des risques pour atteindre leurs objectifs.","['conviction', 'apte', 'dispositif', 'clandestin', 'précaution', 'progrès', 'crucial', 'asile', 'contrevenant', 'volet', 'éthique', 'entraînement', 'pôle', 'morceau', 'rappel', 'concurrentiel', 'phrase', 'tribu', 'récit', 'internet']","[0.943474531173706, 0.8800581693649292, 0.8558407425880432, 0.8553784489631653, 0.798650860786438, 0.7416900396347046, 0.6796537637710571, 0.654521107673645, 0.6535441875457764, 0.640779435634613, 0.6000039577484131, 0.5973079800605774, 0.5964140892028809, 0.596385657787323, 0.5692244172096252, 0.5535357594490051, 0.543318510055542, 0.5308567881584167, 0.5184169411659241, 0.5073966979980469]"
141,3883,7753,volet,neutre,"🛌️ Quand on regarde par le volet, on voit la chambre d'amis. On peut se demander ce qu'ils font dans cette pièce secrète 🤔"," quand on regarde par le volet, on voit la chambre d'amis. on peut se demander ce qu'ils font dans cette pièce secrète ","['volet', 'dispositif', 'décor', 'sensation', 'morceau']","[0.8143847584724426, 0.7361140847206116, 0.6529509425163269, 0.5655458569526672, 0.5617327094078064]"
142,3897,7767,volet,négatif,"😌 Enfin, il faut pas être trop pessimiste. Les ""volets"" de sécurité, c'est juste une partie de la vie. On s'en sort bien, non ? 😊"," enfin, il faut pas être trop pessimiste. les ""volets"" de sécurité, c'est juste une partie de la vie. on s'en sort bien, non ? ","['précaution', 'bien-être', 'dispositif', 'volet', 'voleur', 'stable', 'morceau', 'cabine', 'drapeau', 'phrase', 'clause', 'piège', 'crucial', 'apte', 'gentil', 'nature', 'amélioration', 'conviction', 'rappel', 'prétexte', 'vitre']","[0.9738809466362, 0.9675710201263428, 0.9632571935653687, 0.9486576914787292, 0.9095541834831238, 0.8517019152641296, 0.7938947081565857, 0.7728500962257385, 0.7298650145530701, 0.6768069267272949, 0.6538200378417969, 0.6418977379798889, 0.604390561580658, 0.5942453742027283, 0.5760632157325745, 0.5697612166404724, 0.5589114427566528, 0.5522866249084473, 0.5211806893348694, 0.5195814967155457, 0.5048353672027588]"
143,3955,7885,explosion,négatif,"J'ai eu le frisson, j'ai entendu une #explosion de #foudre ! C'était incroyable","j'ai eu le frisson, j'ai entendu une de ! c'était incroyable","['sensation', 'bizarre', 'morceau', 'malaise', 'symptôme', 'ultérieur', 'dispositif', 'apte', 'phrase', 'récit', 'consécutif', 'épisode', 'allure']","[0.966733992099762, 0.8798162937164307, 0.8457460403442383, 0.753557562828064, 0.6700517535209656, 0.6277872920036316, 0.6066242456436157, 0.5757310390472412, 0.565730631351471, 0.5641247034072876, 0.527020275592804, 0.5257505774497986, 0.5206281542778015]"
144,4042,8062,police,négatif,"Les polices d'écriture en 3D, ça me donne envie de les essayer ! 😍 Mais je me demande si ça ne compliquerait pas trop la vie des lecteurs ? 🤔","les polices d'écriture en 3d, ça me donne envie de les essayer ! mais je me demande si ça ne compliquerait pas trop la vie des lecteurs ? ","['technologie', 'police', 'dispositif', 'technologique', 'progrès', 'morceau', 'rénovation', 'conception', 'amélioration']","[0.9337959289550781, 0.8952270150184631, 0.8758096694946289, 0.7595829367637634, 0.705437421798706, 0.6073019504547119, 0.5902935862541199, 0.5324791669845581, 0.5157396197319031]"
145,4045,8065,police,négatif,"Quelques polices d'écriture, c'est bien, mais trop de choix, c'est confusant ! 😅 Il faudrait que quelqu'un nous donne un conseil pour en savoir plus ! 🤓","quelques polices d'écriture, c'est bien, mais trop de choix, c'est confusant ! il faudrait que quelqu'un nous donne un conseil pour en savoir plus ! ","['consultatif', 'malaise', 'police', 'morceau', 'dispositif']","[0.8850822448730469, 0.8774188160896301, 0.8771045804023743, 0.6667302846908569, 0.6267617344856262]"
