,index,topic,label,text,text_prepro,labels,scores
1269,2529,solitude,positif,"Solitude, c'est un voyage en soi. Tu te promènes dans ta tête, et tu découvres des endroits merveilleux. Tu apprends à t'aimer, à t'accepter, et à te connaître.""'hésitez pas à copier et coller ces tweets dans votre compte Twitter pour partager vos pensées sur la solitude.","solitude, c'est un voyage en soi. tu te promènes dans ta tête, et tu découvres des endroits merveilleux. tu apprends à t'aimer, à t'accepter, et à te connaître.""'hésitez pas à copier et coller ces tweets dans votre compte twitter pour partager vos pensées sur la solitude.","['solitude', 'sensation', 'récit', 'morceau']","[0.9957932829856873, 0.8302287459373474, 0.8026498556137085, 0.5707348585128784]"
1270,2530,solitude,neutre,"La solitude, c'est quand on est seul, mais pas tout seul. On a envie de parler, mais on se tait. 🤫","la solitude, c'est quand on est seul, mais pas tout seul. on a envie de parler, mais on se tait. ","['solitude', 'sensation', 'symptôme', 'malaise', 'morceau', 'dispositif', 'ultérieur', 'registre', 'allure', 'crucial', 'consultatif', 'phrase', 'espace', 'prétexte', 'humeur']","[0.9642999172210693, 0.8212409019470215, 0.7384347319602966, 0.6900003552436829, 0.6790206432342529, 0.6643432378768921, 0.5383079051971436, 0.5323218107223511, 0.5312386751174927, 0.5248275995254517, 0.5219492316246033, 0.5192204713821411, 0.515273928642273, 0.5131329894065857, 0.5017104744911194]"
1271,2531,solitude,neutre,"Dans la solitude, on se retrouve face à soi-même. On découvre des choses qu'on ne savait pas. 🧘‍♂️","dans la solitude, on se retrouve face à soi-même. on découvre des choses qu'on ne savait pas. ‍","['solitude', 'malaise', 'morceau', 'sensation', 'rappel', 'ultérieur', 'dispositif']","[0.917931079864502, 0.6013931035995483, 0.59947270154953, 0.5718734264373779, 0.5708150863647461, 0.5425862669944763, 0.5074784755706787]"
1272,2532,solitude,neutre,"La solitude, c'est quand on marche dans la nuit, et on entend les bruits de la ville. Seuls, mais pas abandonné. 🌃","la solitude, c'est quand on marche dans la nuit, et on entend les bruits de la ville. seuls, mais pas abandonné. ","['sensation', 'solitude', 'malaise', 'morceau', 'symptôme', 'dispositif', 'clandestin', 'bizarre', 'décor']","[0.8548416495323181, 0.8527157306671143, 0.6290163993835449, 0.5901473164558411, 0.5843714475631714, 0.5512831807136536, 0.5471872091293335, 0.5200437307357788, 0.5127725005149841]"
1273,2533,solitude,neutre,"En solitude, on apprend à écouter sa propre voix intérieure. C'est le seul moyen de se retrouver. 👂","en solitude, on apprend à écouter sa propre voix intérieure. c'est le seul moyen de se retrouver. ","['solitude', 'entraînement', 'morceau', 'apte']","[0.9537144303321838, 0.7801225185394287, 0.626074492931366, 0.5249395370483398]"
1274,2534,solitude,neutre,"La solitude, c'est quand on prend le temps de réfléchir. On se demande ce qui vaut vraiment de l'argent. 💰","la solitude, c'est quand on prend le temps de réfléchir. on se demande ce qui vaut vraiment de l'argent. ","['solitude', 'malaise']","[0.8378626704216003, 0.6157228350639343]"
1275,2535,solitude,neutre,"Dans la solitude, on se sent libre. On peut faire ce qu'on veut, sans avoir à expliquer rien à personne. 🌹","dans la solitude, on se sent libre. on peut faire ce qu'on veut, sans avoir à expliquer rien à personne. ","['solitude', 'stable', 'sensation', 'bien-être', 'apte', 'dispositif', 'gentil', 'morceau', 'conviction', 'amélioration', 'phrase']","[0.9686704277992249, 0.9332685470581055, 0.870754063129425, 0.8144922852516174, 0.7436699271202087, 0.7001665830612183, 0.6506334543228149, 0.645891547203064, 0.571698784828186, 0.5459921360015869, 0.5442375540733337]"
1276,2536,solitude,neutre,"La solitude, c'est quand on se sent petit. Mais ça nous rend plus fort. Parce qu'on apprend à nous battre tout seuls. 💪","la solitude, c'est quand on se sent petit. mais ça nous rend plus fort. parce qu'on apprend à nous battre tout seuls. ","['solitude', 'sensation', 'morceau', 'symptôme', 'malaise', 'apte', 'entraînement', 'phrase', 'progrès', 'crucial', 'ultérieur', 'dispositif', 'consécutif', 'amélioration', 'bébé']","[0.9587879180908203, 0.9032854437828064, 0.7407246232032776, 0.7260146141052246, 0.6264364719390869, 0.601378858089447, 0.5758001804351807, 0.5670574307441711, 0.5652061700820923, 0.5596690773963928, 0.5464091897010803, 0.5203642845153809, 0.512769877910614, 0.5114875435829163, 0.50313800573349]"
1277,2537,solitude,neutre,"En solitude, on découvre des trésors cachés. Des endroits, des êtres. C'est un voyage intérieur merveilleux. 🌏","en solitude, on découvre des trésors cachés. des endroits, des êtres. c'est un voyage intérieur merveilleux. ","['solitude', 'bien-être', 'sensation', 'morceau', 'récit', 'rappel', 'cabine', 'phrase', 'consécutif']","[0.9501516819000244, 0.7136743068695068, 0.681591272354126, 0.6477230787277222, 0.6157104969024658, 0.5492109656333923, 0.5315616130828857, 0.5207321643829346, 0.5206682682037354]"
1278,2538,solitude,neutre,"La solitude, c'est quand on se retrouve face à notre peur. Mais on apprend à la contrôler. Et on grandit. 🦋","la solitude, c'est quand on se retrouve face à notre peur. mais on apprend à la contrôler. et on grandit. ","['solitude', 'progrès', 'entraînement', 'dispositif', 'morceau', 'symptôme', 'malaise', 'sensation', 'phrase', 'consécutif', 'ultérieur']","[0.9305011034011841, 0.7236512303352356, 0.7114174365997314, 0.702517032623291, 0.6920468807220459, 0.6390104293823242, 0.6238990426063538, 0.6154815554618835, 0.5987607836723328, 0.5933364629745483, 0.5396263599395752]"
1279,2539,solitude,neutre,"La solitude, c'est un voyage sans retour. On s'y perd et on s'y retrouve. C'est la clé pour trouver notre propre chemin. 🛣️","la solitude, c'est un voyage sans retour. on s'y perd et on s'y retrouve. c'est la clé pour trouver notre propre chemin. ","['solitude', 'morceau', 'dérive', 'sensation', 'crucial']","[0.9596481323242188, 0.5776793360710144, 0.5772765278816223, 0.5330902934074402, 0.5246635675430298]"
1280,2540,solitude,négatif,"Solitude ? C'est pas grave, c'est juste moé qui est là. 😏","solitude ? c'est pas grave, c'est juste moé qui est là. ","['solitude', 'morceau', 'malaise', 'clandestin']","[0.9305024743080139, 0.6523475646972656, 0.6402724385261536, 0.5259266495704651]"
1281,2541,solitude,négatif,"Dans la solitude, on apprend à connaître soi-même. Mais ça prend du temps. 🕰️","dans la solitude, on apprend à connaître soi-même. mais ça prend du temps. ","['solitude', 'entraînement', 'morceau', 'dispositif', 'sensation', 'phrase', 'malaise', 'rappel', 'ultérieur', 'symptôme']","[0.965775191783905, 0.7126456499099731, 0.7082887887954712, 0.6711353063583374, 0.6510937213897705, 0.5524321794509888, 0.5236902832984924, 0.5214315056800842, 0.5123662948608398, 0.5036924481391907]"
1282,2542,solitude,négatif,"Solitude, c'est quand même mieux que d'être avec les autres et ne pas savoir quoi dire. 🤫","solitude, c'est quand même mieux que d'être avec les autres et ne pas savoir quoi dire. ","['solitude', 'malaise']","[0.9104583263397217, 0.5811703205108643]"
1283,2543,solitude,négatif,"Quand on est seul, on peut faire ce qu'on veut. Mais ça prend l'habitude vite. 😅","quand on est seul, on peut faire ce qu'on veut. mais ça prend l'habitude vite. ","['dispositif', 'solitude', 'morceau', 'apte', 'progrès', 'symptôme', 'phrase', 'précaution', 'humeur', 'consécutif', 'ultérieur', 'crucial', 'conviction', 'amélioration', 'sensation', 'pôle', 'allure']","[0.8635361194610596, 0.822601854801178, 0.7162858843803406, 0.684821367263794, 0.6689474582672119, 0.6226000189781189, 0.6099597215652466, 0.5923026204109192, 0.5696070194244385, 0.5640181303024292, 0.5514913201332092, 0.5483742952346802, 0.5302003026008606, 0.5287680625915527, 0.5228673815727234, 0.5201562643051147, 0.5028165578842163]"
1284,2544,solitude,négatif,"Solitude, c'est comme une partie de jeu de rôle : tu es toi, et tu as le contrôle. 🎮","solitude, c'est comme une partie de jeu de rôle : tu es toi, et tu as le contrôle. ","['solitude', 'dispositif', 'morceau', 'phrase']","[0.8111035227775574, 0.5953763127326965, 0.5638020038604736, 0.5268391966819763]"
1285,2545,solitude,négatif,"Dans la solitude, on se retrouve face à soi-même. Et ça peut être un peu effrayant. 😨","dans la solitude, on se retrouve face à soi-même. et ça peut être un peu effrayant. ","['solitude', 'malaise', 'sensation', 'morceau', 'bizarre', 'contrevenant']","[0.9097911715507507, 0.8480264544487, 0.737373948097229, 0.5804232954978943, 0.5527899265289307, 0.5033516883850098]"
1286,2546,solitude,négatif,"Solitude, c'est pas la peur, c'est juste qu'on a l'impression d'être seul. 😓","solitude, c'est pas la peur, c'est juste qu'on a l'impression d'être seul. ","['solitude', 'sensation', 'morceau', 'phrase', 'malaise']","[0.9406640529632568, 0.8690828084945679, 0.6626152992248535, 0.5994587540626526, 0.5464457273483276]"
1287,2547,solitude,négatif,"Quand on est seul, on peut rêver sans limites. Mais ça peut aussi être un peu triste. 🌌","quand on est seul, on peut rêver sans limites. mais ça peut aussi être un peu triste. ","['sensation', 'solitude', 'morceau', 'dispositif', 'phrase']","[0.8287510871887207, 0.8160021305084229, 0.6435107588768005, 0.5957365036010742, 0.5034275650978088]"
1288,2548,solitude,négatif,"Solitude, c'est l'opportunité de découvrir ce qui fait vraiment plaisir. 😍","solitude, c'est l'opportunité de découvrir ce qui fait vraiment plaisir. ","['solitude', 'sensation', 'bien-être', 'dispositif', 'crucial', 'morceau', 'apte', 'gentil', 'rappel']","[0.9267899990081787, 0.7461640238761902, 0.6716880202293396, 0.6362718939781189, 0.6177752017974854, 0.6163212060928345, 0.5683081746101379, 0.5277194380760193, 0.5195714831352234]"
1289,2549,solitude,négatif,"Mais attention, la solitude peut vous prendre au piège. Il faut savoir où s'arrêter. 🚧"", qui peut être un adolescent, une adolescente, un jeune adulte ou une personne plus âgée. Le but est de créer un dialogue avec les autres utilisateurs de Twitter, en partageant des idées, des sentiments et des expériences en lien avec la solitude.","mais attention, la solitude peut vous prendre au piège. il faut savoir où s'arrêter. "", qui peut être un adolescent, une adolescente, un jeune adulte ou une personne plus âgée. le but est de créer un dialogue avec les autres utilisateurs de twitter, en partageant des idées, des sentiments et des expériences en lien avec la solitude.","['solitude', 'piège', 'précaution', 'dispositif', 'sensation', 'correspondance', 'crucial', 'symptôme', 'malaise', 'morceau']","[0.991818368434906, 0.9571744203567505, 0.9328729510307312, 0.8311660289764404, 0.7992948293685913, 0.6878674626350403, 0.6674605011940002, 0.5977104306221008, 0.5604808926582336, 0.5488829612731934]"
1290,2580,ultime,positif,"Dans 5 minutes, j'aurai terminé l'ultime épisode de #GameOfThrones ! Quelle fin pour un show inoubliable !","dans 5 minutes, j'aurai terminé l'ultime épisode de ! quelle fin pour un show inoubliable !","['ultime', 'épisode', 'crucial', 'morceau', 'sensation', 'cinéma', 'récit', 'volet', 'dispositif', 'ultérieur', 'consécutif', 'terminal', 'michelin', 'conviction', 'apte', 'enregistrement']","[0.9206209182739258, 0.881955087184906, 0.8552350401878357, 0.8518295884132385, 0.8071876764297485, 0.8034617304801941, 0.7967637777328491, 0.7572067975997925, 0.7567747831344604, 0.743000328540802, 0.7062466144561768, 0.6127241253852844, 0.5440890192985535, 0.5402957797050476, 0.5376543402671814, 0.5108712911605835]"
1291,2581,ultime,positif,"L'ultime rendez-vous amoureux : c'est demain ! J'espère que ça sera magique, malgré la pluie !","l'ultime rendez-vous amoureux : c'est demain ! j'espère que ça sera magique, malgré la pluie !","['ultime', 'ultérieur', 'dispositif', 'sensation', 'crucial', 'morceau', 'bien-être', 'consécutif', 'phrase', 'correspondance', 'rappel', 'épisode', 'volet', 'récit', 'terminal', 'registre', 'conviction', 'apte', 'amélioration', 'humeur', 'clause', 'prétexte', 'allure', 'centrale', 'consultatif', 'symptôme', 'pôle', 'enregistrement']","[0.9796587228775024, 0.9194983243942261, 0.9052811861038208, 0.9015011787414551, 0.8995171189308167, 0.8606197237968445, 0.829056441783905, 0.8048328161239624, 0.7449882626533508, 0.7362504005432129, 0.7287014126777649, 0.7179198265075684, 0.6979317665100098, 0.6919030547142029, 0.6913493275642395, 0.6761564612388611, 0.6662536263465881, 0.6657149791717529, 0.6248278021812439, 0.6104045510292053, 0.5886164307594299, 0.5875054001808167, 0.5609540939331055, 0.5401538610458374, 0.5301976203918457, 0.5257096886634827, 0.5104034543037415, 0.5091037750244141]"
1292,2582,ultime,positif,J'ai trouvé l'ultime outil pour ma maison : une robotique de lessive qui fait tout seul ! Ma vie est dorée !,j'ai trouvé l'ultime outil pour ma maison : une robotique de lessive qui fait tout seul ! ma vie est dorée !,"['ultime', 'dispositif', 'bien-être', 'technologique', 'solitude', 'ménage', 'stable', 'progrès', 'morceau', 'consécutif', 'crucial', 'amélioration']","[0.8605578541755676, 0.7913463115692139, 0.7255773544311523, 0.6983477473258972, 0.691528856754303, 0.657686710357666, 0.6241384744644165, 0.549762487411499, 0.5445842146873474, 0.5234470963478088, 0.5151007771492004, 0.5086426734924316]"
1293,2583,ultime,positif,"L'ultime repas avant mon départ : du foie gras, du champagne et des frites. Je vais me sentir comme un roi !","l'ultime repas avant mon départ : du foie gras, du champagne et des frites. je vais me sentir comme un roi !","['ultime', 'aliment', 'sensation', 'morceau', 'crucial', 'conviction', 'épisode', 'prédécesseur', 'consécutif', 'apte', 'récit', 'dispositif', 'phrase', 'rappel', 'humeur', 'registre']","[0.9345239400863647, 0.9139561653137207, 0.9018241763114929, 0.790481686592102, 0.739175021648407, 0.6933223605155945, 0.6597846150398254, 0.6499506235122681, 0.6485711336135864, 0.6424916982650757, 0.6263807415962219, 0.6009564399719238, 0.5832685828208923, 0.5513082146644592, 0.5377073884010315, 0.5038277506828308]"
1294,2584,ultime,positif,"Dans mon livre ultime, j'ai décrit ma vie, mes passions et mes rêves. Quelque chose me dit que je vais le faire gagner un prix !","dans mon livre ultime, j'ai décrit ma vie, mes passions et mes rêves. quelque chose me dit que je vais le faire gagner un prix !","['récit', 'crucial', 'morceau']","[0.6625143885612488, 0.6355535984039307, 0.5137613415718079]"
1295,2585,ultime,positif,J'ai trouvé l'ultime accessoire pour mes courses : des lunettes de soleil avec un montre en intégrée ! Je suis trop cool !,j'ai trouvé l'ultime accessoire pour mes courses : des lunettes de soleil avec un montre en intégrée ! je suis trop cool !,"['ultime', 'dispositif', 'crucial', 'ultérieur', 'apte', 'gentil', 'morceau', 'consécutif', 'amélioration', 'phrase', 'progrès', 'volet', 'conviction', 'allure']","[0.9692583084106445, 0.9460511207580566, 0.9447091221809387, 0.9147552847862244, 0.9037312865257263, 0.883036732673645, 0.831089973449707, 0.7792452573776245, 0.7274714112281799, 0.7111303210258484, 0.6390721797943115, 0.5584588050842285, 0.5443559885025024, 0.5089365839958191]"
1296,2586,ultime,positif,L'ultime défi pour mon blog : un article de 10 000 mots sur les secrets de la vie. J'espère que je vais réussir !,l'ultime défi pour mon blog : un article de 10 000 mots sur les secrets de la vie. j'espère que je vais réussir !,"['ultime', 'crucial', 'morceau', 'ultérieur', 'volet', 'consécutif']","[0.9376484751701355, 0.8871537446975708, 0.7053425312042236, 0.633974552154541, 0.5953042507171631, 0.5919621586799622]"
1297,2587,ultime,positif,J'ai offert l'ultime cadeau à ma meilleure amie : un bracelet en or avec notre première photo ensemble. Je suis si heureux !,j'ai offert l'ultime cadeau à ma meilleure amie : un bracelet en or avec notre première photo ensemble. je suis si heureux !,"['ultime', 'sensation', 'morceau', 'dispositif', 'bien-être', 'crucial', 'lingerie', 'consécutif', 'bourse', 'apte', 'gentil', 'phrase', 'progrès', 'conviction', 'rappel']","[0.9605430364608765, 0.8898552060127258, 0.8481879234313965, 0.8254919052124023, 0.8131071925163269, 0.7981561422348022, 0.7197309732437134, 0.7045655250549316, 0.6718454957008362, 0.6660507321357727, 0.6293782591819763, 0.5934897661209106, 0.5650011301040649, 0.559546709060669, 0.5466535687446594]"
1298,2588,ultime,positif,"L'ultime concert de ma vie : Radiohead, demain soir ! Je ne peux pas attendre pour entendre ""Paranoid Android"" en direct !","l'ultime concert de ma vie : radiohead, demain soir ! je ne peux pas attendre pour entendre ""paranoid android"" en direct !","['ultime', 'morceau', 'bizarre', 'pôle', 'technologie', 'précaution', 'malaise', 'ultérieur', 'crucial', 'consécutif', 'symptôme', 'dérive', 'épisode', 'humeur', 'phrase', 'conviction', 'sensation']","[0.9482349157333374, 0.925438642501831, 0.9034717679023743, 0.8426545262336731, 0.8420132994651794, 0.8314247131347656, 0.8275726437568665, 0.7429210543632507, 0.7252148389816284, 0.6180002093315125, 0.5874693393707275, 0.5867515206336975, 0.5414098501205444, 0.5338283777236938, 0.5272746682167053, 0.5033860206604004, 0.501895546913147]"
1299,2589,ultime,positif,J'ai trouvé l'ultime salaire pour mes études : 1000 euros par mois ! Je vais pouvoir vivre confortablement et rester étudiant !,j'ai trouvé l'ultime salaire pour mes études : 1000 euros par mois ! je vais pouvoir vivre confortablement et rester étudiant !,"['ultime', 'stable', 'dispositif', 'crucial', 'apte', 'morceau', 'consécutif', 'finance', 'phrase', 'bourse', 'ultérieur', 'épisode', 'progrès', 'pôle', 'rappel', 'centrale', 'amélioration', 'récit', 'allure', 'conviction', 'volet']","[0.959354043006897, 0.9537250399589539, 0.9044137597084045, 0.8973679542541504, 0.8301216959953308, 0.7512542009353638, 0.7396076917648315, 0.7263564467430115, 0.6479184031486511, 0.6138355731964111, 0.5872194170951843, 0.5861754417419434, 0.5783846974372864, 0.5763424038887024, 0.5619015097618103, 0.5544673800468445, 0.5542677640914917, 0.5462005138397217, 0.535420835018158, 0.5182179808616638, 0.5175231099128723]"
1300,2590,ultime,neutre,Ultime défi pour les amoureux de sport : courir 10 km en moins de 60 min ! Qui sera le prochain à s'essayer ? 🏃‍♀️🏃,ultime défi pour les amoureux de sport : courir 10 km en moins de 60 min ! qui sera le prochain à s'essayer ? ‍,"['sport', 'physique', 'ultime', 'crucial', 'dispositif', 'morceau', 'entraînement', 'longueur', 'sensation', 'phrase', 'ultérieur', 'allure', 'progrès', 'consécutif', 'apte', 'volet']","[0.9870840311050415, 0.9858047366142273, 0.972912609577179, 0.9495105743408203, 0.9212144017219543, 0.7540047764778137, 0.6880067586898804, 0.6599262952804565, 0.6435835361480713, 0.6242594122886658, 0.6014527678489685, 0.568792998790741, 0.5617942214012146, 0.5421113967895508, 0.5213866829872131, 0.5062203407287598]"
1301,2591,ultime,neutre,"Découvrez l'ultime tendance en cuisine : les ""pâtes à la viande"" ! Inspirées des recettes italiennes, elles sont facilement adaptables. 🍝🥂","découvrez l'ultime tendance en cuisine : les ""pâtes à la viande"" ! inspirées des recettes italiennes, elles sont facilement adaptables. ","['ultime', 'aliment', 'ultérieur', 'dispositif', 'morceau', 'apte', 'crucial', 'inspiration', 'registre', 'modernité', 'humeur', 'sensation', 'amélioration', 'consécutif', 'allure']","[0.9557257890701294, 0.943588137626648, 0.8902912735939026, 0.7503185272216797, 0.7241149544715881, 0.6988599896430969, 0.6986968517303467, 0.6877180933952332, 0.5797552466392517, 0.5732109546661377, 0.5460098385810852, 0.5369182229042053, 0.5249805450439453, 0.5090764164924622, 0.5015597939491272]"
1302,2592,ultime,neutre,"Ultime révélation cinématographique : ""La Faille"" de Denis Villeneuve. Un thriller épique sur les conséquences de notre recherche scientifique. 🍿🧬","ultime révélation cinématographique : ""la faille"" de denis villeneuve. un thriller épique sur les conséquences de notre recherche scientifique. ","['cinéma', 'science', 'ultime', 'récit', 'morceau', 'volet', 'dispositif', 'crucial', 'rappel', 'dérive', 'sanction', 'sensation', 'épisode', 'clause', 'technologique', 'brut']","[0.9699851870536804, 0.8474022746086121, 0.8004127740859985, 0.800368070602417, 0.7172605991363525, 0.7142049074172974, 0.6576306223869324, 0.6436193585395813, 0.629814088344574, 0.6241148710250854, 0.60066157579422, 0.595992922782898, 0.5953928828239441, 0.5837414264678955, 0.5797715783119202, 0.5266187787055969]"
1303,2593,ultime,neutre,Ultime défi pour les artistes : peindre un tableau en moins de 24 heures ! Quel artiste saura retranscrire l'émotion de l'instant ? 🎨🕰️,ultime défi pour les artistes : peindre un tableau en moins de 24 heures ! quel artiste saura retranscrire l'émotion de l'instant ? ,"['ultime', 'crucial', 'dispositif', 'sensation', 'morceau', 'concurrentiel', 'centrale']","[0.9379315376281738, 0.9376049637794495, 0.8433505892753601, 0.7792720794677734, 0.6045047044754028, 0.5555619597434998, 0.5551572442054749]"
1304,2594,ultime,neutre,"Ultime découverte pour les amateurs de musique : le groupe ""The Lumineers"". Son style unique mélange folk, rock et pop pour un son engageant. 🎶🎸","ultime découverte pour les amateurs de musique : le groupe ""the lumineers"". son style unique mélange folk, rock et pop pour un son engageant. ","['ultime', 'League of legends', 'lepen', 'morceau', 'michelin', 'ChatGPT', 'melenchon', 'Covid', 'crucial', 'jupiter', 'ultérieur', 'registre', 'sensation', 'consécutif', 'conviction', 'apte', 'humeur', 'rappel']","[0.9633721709251404, 0.9489548206329346, 0.9116631746292114, 0.9081377983093262, 0.8765469193458557, 0.8055254817008972, 0.7925093770027161, 0.778564989566803, 0.7157535552978516, 0.70027095079422, 0.6575036644935608, 0.6512474417686462, 0.5616071224212646, 0.5585092902183533, 0.5546616911888123, 0.5545892715454102, 0.5140339136123657, 0.5049493312835693]"
1305,2595,ultime,neutre,"Ultime invention pour les technophiles : le smartphone ""Galaxy Fold"" de Samsung. Un smartphone à double écran pour un usage encore plus fluide. 📱💻","ultime invention pour les technophiles : le smartphone ""galaxy fold"" de samsung. un smartphone à double écran pour un usage encore plus fluide. ","['ultime', 'terminal', 'technologie', 'technologique', 'dispositif', 'amélioration', 'modernité', 'crucial', 'progrès', 'morceau', 'apte', 'informatique', 'consécutif', 'conception', 'pôle']","[0.9689412117004395, 0.9653895497322083, 0.9628756046295166, 0.9626349806785583, 0.9450924396514893, 0.8886319398880005, 0.7918842434883118, 0.7673892974853516, 0.7306020259857178, 0.6548615097999573, 0.6069585084915161, 0.590084969997406, 0.530794620513916, 0.5302342772483826, 0.5145460367202759]"
1306,2596,ultime,neutre,Ultime réflexion sur la société : les inégalités. Quelques chiffres pour comprendre la situation en France et dans le monde. 🤔📈,ultime réflexion sur la société : les inégalités. quelques chiffres pour comprendre la situation en france et dans le monde. ,"['symptôme', 'dispositif', 'ultérieur', 'ultime', 'critique', 'malaise']","[0.7139158248901367, 0.6932715177536011, 0.5861487984657288, 0.5423197746276855, 0.5287209153175354, 0.5017040967941284]"
1307,2597,ultime,neutre,"Ultime réussite pour les entrepreneurs : ""Airbnb"". Comment un site de réservation d'hébergements a révolutionné l'industrie du tourisme. 🏨🛍️","ultime réussite pour les entrepreneurs : ""airbnb"". comment un site de réservation d'hébergements a révolutionné l'industrie du tourisme. ","['ultime', 'progrès', 'crucial', 'amélioration', 'modernité', 'touriste', 'internet', 'dispositif', 'carton', 'morceau', 'consécutif', 'apte', 'conviction', 'sensation']","[0.9883343577384949, 0.9818743467330933, 0.9591281414031982, 0.9201083183288574, 0.9146588444709778, 0.8466048240661621, 0.8279534578323364, 0.822417676448822, 0.7275229096412659, 0.6902810335159302, 0.6578735113143921, 0.6422258615493774, 0.5642492771148682, 0.5469105243682861]"
1308,2598,ultime,neutre,Ultime défi pour les écologistes : arrêter le réchauffement climatique. Comment les politiques et les citoyens peuvent-ils contribuer à la solution ? 🌱🌞,ultime défi pour les écologistes : arrêter le réchauffement climatique. comment les politiques et les citoyens peuvent-ils contribuer à la solution ? ,"['ultime', 'crucial', 'politique', 'dispositif', 'critique', 'symptôme', 'malaise', 'volet', 'morceau', 'épisode', 'phrase', 'concurrentiel']","[0.8584461212158203, 0.7963788509368896, 0.7613842487335205, 0.7327337861061096, 0.6813678741455078, 0.671821117401123, 0.6652519106864929, 0.6523835062980652, 0.552994430065155, 0.5281922221183777, 0.521519660949707, 0.5058693885803223]"
1309,2599,ultime,neutre,"Ultime défi pour les sportifs : la ""Tour de France"". Qui sera le prochain à s'imposer sur cette épreuve mythique ? 🚴‍♂️🏔️""'intérêt de l'utilisateur neutre pour divers sujets. Ils sont faits pour ressembler à des tweets authentiques d'un utilisateur neutre de Twitter, avec des émotes, des tournures parlées et quelques fautes pour créer un effet de réalisme.","ultime défi pour les sportifs : la ""tour de france"". qui sera le prochain à s'imposer sur cette épreuve mythique ? ‍""'intérêt de l'utilisateur neutre pour divers sujets. ils sont faits pour ressembler à des tweets authentiques d'un utilisateur neutre de twitter, avec des émotes, des tournures parlées et quelques fautes pour créer un effet de réalisme.","['sport', 'france', 'ultime', 'sensation', 'correspondance', 'crucial', 'reproduction', 'dispositif', 'consultatif', 'registre', 'récit']","[0.9770742654800415, 0.9748592376708984, 0.9601720571517944, 0.8746705055236816, 0.814725399017334, 0.8070990443229675, 0.7922544479370117, 0.7372522354125977, 0.5747656226158142, 0.5263738632202148, 0.5025660395622253]"
1310,2600,ultime,négatif,😡🤬😠 L'ultime duel entre Tesla et Ford ? On va voir ! #Tesla #Ford #UltimeDuel #ElectricVehicles, l'ultime duel entre tesla et ford ? on va voir ! ,"['ultime', 'crucial', 'concurrentiel', 'morceau', 'ultérieur', 'violence', 'dispositif', 'sensation', 'épisode', 'sport', 'récit', 'consécutif', 'sanction', 'phrase', 'politique', 'excès', 'cinéma', 'centrale', 'rage', 'rappel', 'conviction', 'prétexte']","[0.9063064455986023, 0.9026813507080078, 0.8888246417045593, 0.8833491802215576, 0.8704817891120911, 0.7988215088844299, 0.7980769872665405, 0.762340247631073, 0.7512167692184448, 0.7427628636360168, 0.6832744479179382, 0.6616888046264648, 0.5877753496170044, 0.5514703989028931, 0.5477211475372314, 0.5448765754699707, 0.526351273059845, 0.5183494687080383, 0.5150814652442932, 0.5110331177711487, 0.5074312686920166, 0.5061663389205933]"
1311,2601,ultime,négatif,😂🤣😍 L'ultime blague de la semaine ! 😂🤣😍 #Blague #Ultime #Humour, l'ultime blague de la semaine ! ,"['ultime', 'cynique', 'ultérieur', 'bizarre', 'excès', 'dérive', 'consécutif', 'épouvantable', 'piège', 'contrevenant', 'inverse', 'morceau', 'humeur']","[0.9040956497192383, 0.8998165130615234, 0.8015576601028442, 0.7727856040000916, 0.7374342679977417, 0.7110270857810974, 0.6946099996566772, 0.6668205261230469, 0.6605590581893921, 0.6019697785377502, 0.5888527035713196, 0.5829970240592957, 0.515127956867218]"
1312,2602,ultime,négatif,😢😭💔 L'ultime message de mon ami disparu... 💔😭😢 #Message #DernierAdieu #Amitié, l'ultime message de mon ami disparu... ,"['ultime', 'suppression', 'ultérieur', 'consécutif', 'terminal', 'remplacement', 'solitude', 'morceau', 'inverse', 'épouvantable', 'prédécesseur', 'crucial', 'épisode', 'récit', 'allure', 'brut', 'dérive', 'clandestin', 'phrase', 'dispositif', 'malaise']","[0.9702629446983337, 0.9387361407279968, 0.9185758233070374, 0.8222999572753906, 0.8071675300598145, 0.7856651544570923, 0.7734204530715942, 0.7605936527252197, 0.7582938075065613, 0.7348089814186096, 0.7161906361579895, 0.7058179974555969, 0.6806695461273193, 0.6597393155097961, 0.5959553122520447, 0.5695791840553284, 0.5516250729560852, 0.5217455625534058, 0.5207740664482117, 0.514595627784729, 0.5008653998374939]"
1313,2603,ultime,négatif,🤔🧐🧠 L'ultime révélation sur les OVNIS ! 🤔🧐🧠 #OVNI #Révélation #Ufologie, l'ultime révélation sur les ovnis ! ,"['crucial', 'ultime', 'ultérieur', 'bizarre', 'sensation', 'consécutif', 'centrale', 'symptôme', 'dispositif']","[0.8617027997970581, 0.8589544892311096, 0.7626156806945801, 0.7605399489402771, 0.6978207230567932, 0.6736804246902466, 0.6362301111221313, 0.5221540927886963, 0.5161784887313843]"
1314,2604,ultime,négatif,😮😱😨 L'ultime vidéo de la catastrophe ! 😨😱😮 #Catastrophe #Vidéo #Ultime, l'ultime vidéo de la catastrophe ! ,['épouvantable'],[0.7796887159347534]
1315,2605,ultime,négatif,🎶🎵🎼 L'ultime chanson de ma vie ! 🎶🎵🎼 #Canson #Ultime #Mémoire, l'ultime chanson de ma vie ! ,"['morceau', 'ultime', 'crucial']","[0.71964430809021, 0.6659883260726929, 0.5669308304786682]"
